"nome","verso"
"O Crivo","Vicio miserável, acaba com o Pulmãose eu não parar agora vou acabar no buracãoO Crivo, vou deixar de fumarO Crivo vai me matarPuxe uma tragada e sinta a reaçãocigarro novo ou velho sempre traz complicaçãoO Crivo, vou deixar de fumar (Vou mesmo)O Crivo vai me matarse ligue no que eu digoe tome uma decisãolargue esse viciopra salvar sua vida meu irmãoO Crivo, vou deixar de fumar (Vou mesmo e você ?)O Crivo vai me matar"
"O Dia Em Que a Terra Parou","Essa noite, eu tive um sonho de sonhadorMaluco que sou, eu sonheiCom o dia em que a Terra parouCom o dia em que a Terra parouFoi assimNo dia em que todas as pessoasDo planeta inteiroResolveram que ninguém ia sair de casaComo que se fosse combinado em todoO planetaNaquele dia, ninguém saiu de casa, ninguémO empregado não saiu pro seu trabalhoPois sabia que o patrão também não tava láDona de casa não saiu pra comprar pãoPois sabia que o padeiro também não tava láE o guarda não saiu para prenderPois sabia que o ladrão também não tava láE o ladrão não saiu para roubarPois sabia que não ia ter onde gastarNo dia em que a Terra parou (êêê)No dia em que a Terra parou (ôôô)No dia em que a Terra parou (ôôô)No dia em que a Terra parouE nas Igrejas nem um sino a badalarPois sabiam que os fiéis também não tavam láE os fiéis não saíram pra rezarPois sabiam que o padre também não tava láE o aluno não saiu para estudarPois sabia o professor também não tava láE o professor não saiu pra lecionarPois sabia que não tinha mais nada pra ensinarNo dia em que a Terra parou (ôôô)No dia em que a Terra parou (ôôô)No dia em que a Terra parou (uuu)No dia em que a Terra parouO comandante não saiu para o quartelPois sabia que o soldado também não tava láE o soldado não saiu pra ir pra guerraPois sabia que o inimigo também não tava láE o paciente não saiu pra se tratarPois sabia que o doutor também não tava láE o doutor não saiu pra medicarPois sabia que não tinha mais doença pra curarNo dia em que a Terra parou (oh, yeah)No dia em que a Terra parou (foi tudo)No dia em que a Terra parou (ôôô)No dia em que a Terra parouEssa noite, eu tive um sonho de sonhadorMaluco que sou, acordeiNo dia em que a Terra parou (oh, yeah)No dia em que a Terra parou (ôôô)No dia em que a Terra parou (eu acordei)No dia em que a Terra parou (acordei)No dia em que a Terra parou (justamente)No dia em que a Terra parou (eu não sonhei acordado)No dia em que a Terra parou (êêê)No dia em que a Terra parou (no dia em que a terra parou)"
"O Dia Em Que a Terra Parou (Versão Alternativa)","No dia em que a Terra parouA minha alegria começouTalvez você nem se lembre mais!E os amigos que eu tinha féNão queriam mais ficar de péIndo contra as leis universaisDeus não vai te ajudarTudo tem que continuarVocê tem voz pra gritar, gritar!Não estamos aqui para sofrerIsso só depende de vocêOlha, a vida não vai te esperarTodo mundo tem uma missãoEm casa semente um coraçãoQue batendo juntos estronda o arDom Quixote! Aqui estouCom meu sangue e o meu rancorDesde o dia que a terra parouDeixe aquele que quiser morrerSem saber da glória e do poderEssa Terra não tem dono nãoOnde você pisa é o seu chãoSeu caminho é só você que faz"
"O Dorminhoco","O meu sono é tão lindo Eu quero continuar dormindo Sempre de manhã cedinho Vem você meu bem Me acordar E eu lhe peço com carinho Por favor benzinho Quero descansar Eu para viver sorrindo Tenho que continuar dormindo Passo o dia dando duro E não vejo a hora De me deitar E quando volto está escuro E você me pede pra passear Só queria ver você caladinha Ao me ver dormindo"
"O Homem","No momento em que eu ia partir, eu resolvi voltarVou voltarSei que não chegou a hora de se ir embora, é melhor ficarVou ficarSei que tem gente cantando, tem gente esperando a hora de chegarVou chegarChego com as águas turvas, eu fiz tantas curvas pra poder cantarEsse meu canto que não prestaQue tanta gente então detestaMas isso é tudo o que me restaNessa festa, nessa festaEuVou ferverComo que um vulcão em chamas, como a tua cama que me faz tremerVou tremerComo um chão de terremotos, como amor remoto que eu não sei viverVou viverVou poder contar meus filhos, caminhar nos trilhos, isso é pra valerPois se uma estrela há de brilharOutra então tem que se apagarQuero estar vivo para verO Sol nascer, o Sol nascer, o Sol nascerEuVou subirPelo elevador dos fundos, que carrega o mundo sem sequer sentirVou sentirQue a minha dor no peito, que eu escondi direito agora vai surgirVou surgirNuma tempestade doida pra varrer as ruas em que eu vou seguirEm que eu vou seguir, em que eu vou seguir"
"O Santo","Observação: Essa letra não chegou a ser gravada por Raul Seixas.Até mais vêVai com DeusQuem é esse sujeito?Ele é um santoQue faz ele na vida?Nada, vezes nadaNada.VagabundoE bom homemPor que não um santoPor que não:Santo, vagabundo e homemHomem santo vagabundoVagabundo santo homem."
"O Segredo do Universo","Dentro do mambo e da consciênciaEstá o segredo do universoDentro do mambo e da consciênciaEstá o segredo do universoVocê que não se deixa delirar com a lua mãeO sol que brilha nela e que a promessa é tua luzEnquanto os transeuntes na avenida comercialMuito preocupados sem saber em que pensarDentro do mambo e da consciênciaEstá o segredo do universoDentro do mambo e da consciênciaEstá o segredo do universoVocê está no mundo, só tem uma opçãoO caminho é longo, homemSer feliz ou nãoQueimando a consciência e a sequencia que ela trazMomentos diferentes que confundem a tua pazDentro do mambo e da consciênciaEstá o segredo do universoDentro do mambo e da consciênciaEstá o segredo do universoTrabalha cego para receber, não é?O prêmio nobel de um freguêsDaquilo tudo que você já fezJá fez, já fezDentro do mambo e da consciênciaEstá o segredo do universoDentro do mambo e da consciênciaEstá o segredo do universoTrabalha cego para receber, né?O prêmio nobel de um freguêsDaquilo tudo que você já fezE fez e refezDentro do mambo e da consciênciaEstá o segredo do universoDentro do mambo e da consciênciaEstá o segredo do universo"
"O Trem Das 7","Ói, ói o trem, vem surgindo de trás das montanhas azuis, olha o tremÓi, ói o trem, vem trazendo de longe as cinzas do velho éonÓi, já é vem, fumegando, apitandoChamando os que sabem do tremÓi, é o trem, não precisa passagemNem mesmo bagagem no tremQuem vai chorar?Quem vai sorrir?Quem vai ficar?Quem vai partir?Pois o trem está chegando, tá chegando na estaçãoÉ o trem das sete horas, é o último do sertão, do sertãoÓi, olhe o céu, já não é o mesmo céu que você conheceu, não é maisVê, ói que céu, é um céu carregado e rajado, suspenso no arVê, é o sinal, é o sinal das trombetasDos anjos e dos guardiõesÓi, lá vem DeusDeslizando no céu entre brumas de mil megatonsÓi, olhe o mal, vem de braços e abraçosCom o bem num romance astralAmém"
"Óculos Escuros","Como vovó já dizia(quem não tem colírio usa óculos escuros)Mas não é bem verdade?(quem não tem colírio usa óculos escuros)Hummm...(quem não tem colírio usa óculos escuros)Minha vó já me dizia pra eu sair sem me molhar(quem não tem colírio usa óculos escuros)Mas a chuva é minha amiga e eu não vou me resfriar(quem não tem colírio usa óculos escuros)A serpente está na terra e o programa está no ar(quem não tem colírio usa óculos escuros)A formiga só trabalha porque não sabe cantarQuem não tem colírio usa óculos escurosQuem não tem filé come pão e osso duroQuem não tem visão bate a cara contra o muro(quem não tem colírio usa óculos escuros)É tanta coisa no menu que eu não sei o que comer(quem não tem colírio usa óculos escuros)José Newton já dizia se subiu tem que descer(quem não tem colírio usa óculos escuros)Só com a praia bem deserta que o sol pode nascer(quem não tem colírio usa óculos escuros)A banana é vitamina que engorda e faz crescerQuem não tem colírio usa óculos escurosQuem não tem filé come pão e osso duroQuem não tem visão bate a cara contra o muroQuem não tem colírio usa óculos escurosQuem não tem filé come pão e osso duroQuem não tem visão bate a cara contra o muro(quem não tem colírio usa óculos escuros)É tanta coisa no menu que eu não sei o que comer(quem não tem colírio usa óculos escuros)Só com a praia bem deserta que o sol tem que nascer(quem não tem colírio usa óculos escuros)José Newton já dizia se subiu tem que descer(quem não tem colírio usa óculos escuros)A banana é vitamina que engorda e faz crescer(quem não tem colírio usa óculos escuros)Minha vó já me dizia pra eu sair sem me molhar(quem não tem colírio usa óculos escuros)Mas a chuva é minha amiga e eu não vou me resfriar(quem não tem colírio usa óculos escuros)A serpente tá na terra e o programa está no ar(quem não tem colírio usa óculos escuros)A formiga só trabalha porque não sabe cantar(quem não tem colírio usa óculos escuros)Quem não tem filé come pão e osso duro"
"Only You","Only you can make this world seem rightOnly you can make the darkness brightOnly you and you aloneCan thrill me like you doAnd fill my heart with love for only youOnly you can make this change in meFor it's true you are my destinyWhen you hold my hand I understandThe magic that you doYou're my dream come trueMy one and only youOnly you can make this change in meFor it's true you are my destinyWhen you hold my hand I understandThe magic that you doYou're my dream come trueMy one and only you"
"Orange Juice (S.O.S)","Sunday is Sunday, church and rest, the sky is blueThe papers bloody with newsFlags that wave along on main streetAnd far behind, the proud and sad white avenueAll seems fine with the worldAnts ride their fancy cars and feel completeAnd from the window of a seedy boarding-houseI, being one of God's Vectors, try hard to make a king out of a louseHey buddy spacemanAstride your UFOJust take me upon your rideWherever you go I'll goHey buddy spacemanYou just can't leave me hereWhen I know there is a star so far and yet so near(Hey buddy spaceman, you just can't leave me hereWhen I know that every man and every woman is a star)Yes I have worshiped Allah, Buddha and Jesus ChristSaw heaven in the skiesWhile God was seeing the world right through my eyesBefore as monkey I chittered through the last ice ageAtlantis was my cageI had so many chances that I blewAnd all the messages that keep comin' and getting throughNo one can see their clueCause there is no time to think here at the zooHey buddy spacemanAstride your UFOJust take me upon your rideWherever you go I'll goHey buddy spacemanYou just can't leave me hereWhen I know there is a star so far and yet so nearWhen I know there is a star so far and yet so nearWhen I know there is a star so far and yet so near"
"Os Números","Meus amigos essa noite eu tive uma alucinaçãoSonhei com um bando de número invadindo o meu sertãoE de tanta coincidência que eu fiz essa canção-Falar do número umFalar do número um não é preciso muito estudo,Só se casa uma vez e foi um Deus que criou tudo,Uma vida só se vive, só se usa um sobretudo.-Agora o dozeE só de pensar no doze eu então quase desisto,São doze meses do ano, doze apóstolos de Cristo,Doze hora é meio-dia, haja dito e haja visto.-Agora o seteSete dias da semana, sete notas musicais,Sete cores do arco-íris nas regiões divinais,E se pintar tanto sete, eu já não agüento mais.-DoisE no dois o homem luta entre coisas diferente,Bem e mal, amor e guerra, preto e branco, bicho e genteRico e pobre, claro e escuro, noite e dia, corpo e mente.-Agora o quatroE o quatro é importante, quatro ponto cardeal,Quatro estação do ano, quatro pé tem um animal,Quatro perna tem a mesa, quatro dia o carnaval.- Pra encerrarEu falei de tanto número, talvez esqueci algum,Mas as coisas que eu disse não são lá muito comum,Quem souber que conte outra, ou que fique sem nenhum"
"Ouro de Tolo","Eu devia estar contentePorque eu tenho um empregoSou um dito cidadão respeitávelE ganho quatro mil cruzeirosPor mêsEu devia agradecer ao SenhorPor ter tido sucessoNa vida como artistaEu devia estar felizPorque consegui comprarUm Corcel 73Eu devia estar alegreE satisfeitoPor morar em IpanemaDepois de ter passado fomePor dois anosAqui na Cidade MaravilhosaAh!Eu devia estar sorrindoE orgulhosoPor ter finalmente vencido na vidaMas eu acho isso uma grande piadaE um tanto quanto perigosaEu devia estar contentePor ter conseguidoTudo o que eu quisMas confesso abestalhadoQue eu estou decepcionadoPorque foi tão fácil conseguirE agora eu me pergunto ""E daí?""Eu tenho uma porçãoDe coisas grandes pra conquistarE eu não posso ficar aí paradoEu devia estar feliz pelo SenhorTer me concedido o domingoPra ir com a famíliaNo Jardim ZoológicoDar pipoca aos macacosAh!Mas que sujeito chato sou euQue não acha nada engraçadoMacaco, praia, carroJornal, tobogãEu acho tudo isso um sacoÉ você olhar no espelhoSe sentirUm grandessíssimo idiotaSaber que é humanoRidículo, limitadoQue só usa dez por centoDe sua cabeça animalE você ainda acreditaQue é um doutorPadre ou policialQue está contribuindoCom sua partePara o nosso beloQuadro socialEu é que não me sentoNo trono de um apartamentoCom a boca escancaradaCheia de dentesEsperando a morte chegarPorque longe das cercasEmbandeiradasQue separam quintaisNo cume calmoDo meu olho que vêAssenta a sombra sonoraDe um disco voadorAh!Eu é que não me sentoNo trono de um apartamentoCom a boca escancaradaCheia de dentesEsperando a morte chegarPorque longe das cercasEmbandeiradasQue separam quintaisNo cume calmoDo meu olho que vêAssenta a sombra sonoraDe um disco voador"
"Ouro de Tolo (versión en español)","Yo debía estar contento porque tengo unEmpleo y so un ciudadano respetable y ganoCuatro mil por mes.Yo debía agradecer al Señor por tener sucesoEn la vida como artistaYo debía estar feliz porque conseguí comprarUn modelo setenta y tres.Yo debía estar alegre y satisfecho por vivir enIpanema después de haber pasado hambre porDos años aquí en la ""Ciudad Maravillosa"".Yo debía estar contento y orgulloso por haberFinalmente vencido en la vida pero yo creo queEsto es una gran mentira tanto como peligrosa.Yo debía estar contennto por haber conseguidoTodo lo que quise pero confieso espantado queEstoy decepcionado porque fue tan fácilConseguir que ahora yo me pregunto ¿y de ahí?Yo tengo una porción de cosas para conquistarY yo no puedo quedarme ahí parado.Yo debía estar feliz por el Señor habermeConcedido el domingo para ir con la familia alZoológico dar bananas a los macacos.Pero que sujeto tonto soy yo que no ve nadaGracioso en macaco, playa, auto, periódicos, bolingYo creo todo eso un odioSi te miras al espejo te sentirás un grandísimoIdiota por saber que sois un ser humano, lo serLimitado que sólo usas el 10% de tu cabeza animalY que todavia crees que en doctor, padre queConocías están contribuyendo en su funciónNuestro viejo cuadro social.Yo que no me siento en el trono de unApartamento con la boca desencajara llena deDientes esperando la muerte llegarPorque lejos de las cercas alambradas queSeparan los campos en el diez calmo de mi ojo que vese acerca la sombra sonora de un disco volador"
